subscription_id,user_id,plan_type,monthly_fee,payment_method,auto_renew,tenure_months
SUB-207841,SPOT-107841,Premium Student,5.99,Credit Card,1,15
SUB-207842,SPOT-107842,Free,0.0,None,0,6
SUB-207843,SPOT-107843,Free,0.0,None,0,26
SUB-207844,SPOT-107844,Premium Student,5.99,PayPal,1,13
SUB-207845,SPOT-107845,Premium Duo,14.99,Credit Card,1,7
SUB-207846,SPOT-107846,Premium Individual,10.99,Credit Card,1,16
SUB-207847,SPOT-107847,Premium Individual,10.99,Credit Card,1,18
SUB-207848,SPOT-107848,Premium Duo,14.99,Credit Card,0,3
SUB-207849,SPOT-107849,Free,0.0,None,0,7
SUB-207850,SPOT-107850,Premium Student,5.99,Credit Card,1,7
SUB-207851,SPOT-107851,Free,0.0,None,0,23
SUB-207852,SPOT-107852,Free,0.0,None,0,3
SUB-207853,SPOT-107853,Premium Individual,10.99,Credit Card,1,26
SUB-207854,SPOT-107854,Free,0.0,None,0,19
SUB-207855,SPOT-107855,Free,0.0,None,0,33
SUB-207856,SPOT-107856,Premium Individual,10.99,Credit Card,1,5
SUB-207857,SPOT-107857,Premium Duo,14.99,PayPal,1,25
SUB-207858,SPOT-107858,Premium Individual,10.99,Credit Card,1,16
SUB-207859,SPOT-107859,Premium Individual,10.99,Credit Card,1,15
SUB-207860,SPOT-107860,Free,0.0,None,0,10
SUB-207861,SPOT-107861,Premium Individual,10.99,Credit Card,0,15
SUB-207862,SPOT-107862,Free,0.0,None,0,9
SUB-207863,SPOT-107863,Premium Duo,14.99,Credit Card,1,2
SUB-207864,SPOT-107864,Free,0.0,None,0,8
SUB-207865,SPOT-107865,Premium Family,17.99,PayPal,1,13
SUB-207866,SPOT-107866,Free,0.0,None,0,31
SUB-207867,SPOT-107867,Premium Duo,14.99,Carrier Billing,1,2
SUB-207868,SPOT-107868,Free,0.0,None,0,27
SUB-207869,SPOT-107869,Free,0.0,None,0,26
SUB-207870,SPOT-107870,Premium Individual,10.99,Credit Card,1,8
SUB-207871,SPOT-107871,Free,0.0,None,0,29
SUB-207872,SPOT-107872,Free,0.0,None,0,11
SUB-207873,SPOT-107873,Free,0.0,None,0,7
SUB-207874,SPOT-107874,Free,0.0,None,0,24
SUB-207875,SPOT-107875,Premium Individual,10.99,PayPal,1,14
SUB-207876,SPOT-107876,Free,0.0,None,0,30
SUB-207877,SPOT-107877,Free,0.0,None,0,17
SUB-207878,SPOT-107878,Premium Individual,10.99,Credit Card,1,8
SUB-207879,SPOT-107879,Premium Student,5.99,Credit Card,1,18
SUB-207880,SPOT-107880,Free,0.0,None,0,32
SUB-207881,SPOT-107881,Free,0.0,None,0,6
SUB-207882,SPOT-107882,Premium Individual,10.99,Credit Card,1,19
SUB-207883,SPOT-107883,Premium Family,17.99,Credit Card,1,13
SUB-207884,SPOT-107884,Premium Individual,10.99,PayPal,1,16
SUB-207885,SPOT-107885,Premium Duo,14.99,Credit Card,1,30
SUB-207886,SPOT-107886,Premium Family,17.99,Carrier Billing,1,30
SUB-207887,SPOT-107887,Premium Individual,10.99,PayPal,1,11
SUB-207888,SPOT-107888,Premium Individual,10.99,Credit Card,1,20
SUB-207889,SPOT-107889,Premium Student,5.99,Credit Card,1,7
SUB-207890,SPOT-107890,Free,0.0,None,0,4
SUB-207891,SPOT-107891,Premium Family,17.99,Credit Card,1,11
SUB-207892,SPOT-107892,Premium Individual,10.99,PayPal,1,3
SUB-207893,SPOT-107893,Premium Family,17.99,Carrier Billing,1,7
SUB-207894,SPOT-107894,Premium Student,5.99,PayPal,1,15
SUB-207895,SPOT-107895,Free,0.0,None,0,4
SUB-207896,SPOT-107896,Free,0.0,None,0,32
SUB-207897,SPOT-107897,Free,0.0,None,0,28
SUB-207898,SPOT-107898,Free,0.0,None,0,2
SUB-207899,SPOT-107899,Free,0.0,None,0,30
SUB-207900,SPOT-107900,Premium Duo,14.99,Credit Card,1,19
SUB-207901,SPOT-107901,Free,0.0,None,0,13
SUB-207902,SPOT-107902,Premium Duo,14.99,Credit Card,1,20
SUB-207903,SPOT-107903,Premium Individual,10.99,PayPal,1,26
SUB-207904,SPOT-107904,Premium Individual,10.99,Credit Card,1,6
SUB-207905,SPOT-107905,Premium Individual,10.99,Credit Card,0,12
SUB-207906,SPOT-107906,Premium Family,17.99,Credit Card,0,30
SUB-207907,SPOT-107907,Premium Individual,10.99,Credit Card,1,6
SUB-207908,SPOT-107908,Free,0.0,None,0,19
SUB-207909,SPOT-107909,Premium Individual,10.99,Credit Card,1,8
SUB-207910,SPOT-107910,Free,0.0,None,0,17
SUB-207911,SPOT-107911,Premium Individual,10.99,Gift Card,1,23
SUB-207912,SPOT-107912,Premium Individual,10.99,Carrier Billing,0,20
SUB-207913,SPOT-107913,Premium Student,5.99,Credit Card,1,8
SUB-207914,SPOT-107914,Premium Family,17.99,PayPal,0,10
SUB-207915,SPOT-107915,Premium Family,17.99,Credit Card,1,5
SUB-207916,SPOT-107916,Free,0.0,None,0,23
SUB-207917,SPOT-107917,Premium Individual,10.99,Credit Card,1,13
SUB-207918,SPOT-107918,Premium Individual,10.99,PayPal,1,27
SUB-207919,SPOT-107919,Free,0.0,None,0,29
SUB-207920,SPOT-107920,Premium Student,5.99,Credit Card,1,3
SUB-207921,SPOT-107921,Premium Family,17.99,PayPal,1,26
SUB-207922,SPOT-107922,Free,0.0,None,0,29
SUB-207923,SPOT-107923,Free,0.0,None,0,13
SUB-207924,SPOT-107924,Premium Duo,14.99,Carrier Billing,1,6
SUB-207925,SPOT-107925,Free,0.0,None,0,5
SUB-207926,SPOT-107926,Premium Individual,10.99,Credit Card,1,29
SUB-207927,SPOT-107927,Premium Student,5.99,Carrier Billing,1,18
SUB-207928,SPOT-107928,Free,0.0,None,0,11
SUB-207929,SPOT-107929,Premium Individual,10.99,Credit Card,1,17
SUB-207930,SPOT-107930,Free,0.0,None,0,32
SUB-207931,SPOT-107931,Free,0.0,None,0,22
SUB-207932,SPOT-107932,Free,0.0,None,0,23
SUB-207933,SPOT-107933,Premium Student,5.99,PayPal,1,7
SUB-207934,SPOT-107934,Free,0.0,None,0,28
SUB-207935,SPOT-107935,Premium Individual,10.99,Credit Card,1,9
SUB-207936,SPOT-107936,Premium Individual,10.99,PayPal,1,15
SUB-207937,SPOT-107937,Premium Individual,10.99,Carrier Billing,1,25
SUB-207938,SPOT-107938,Premium Duo,14.99,Credit Card,1,2
SUB-207939,SPOT-107939,Premium Individual,10.99,Carrier Billing,1,12
SUB-207940,SPOT-107940,Premium Student,5.99,Credit Card,1,19
SUB-207941,SPOT-107941,Premium Duo,14.99,Credit Card,1,17
SUB-207942,SPOT-107942,Premium Individual,10.99,Credit Card,1,28
SUB-207943,SPOT-107943,Free,0.0,None,0,22
SUB-207944,SPOT-107944,Premium Family,17.99,Credit Card,0,7
SUB-207945,SPOT-107945,Free,0.0,None,0,11
SUB-207946,SPOT-107946,Free,0.0,None,0,23
SUB-207947,SPOT-107947,Premium Duo,14.99,PayPal,1,11
SUB-207948,SPOT-107948,Free,0.0,None,0,10
SUB-207949,SPOT-107949,Premium Individual,10.99,Credit Card,1,9
SUB-207950,SPOT-107950,Free,0.0,None,0,11
SUB-207951,SPOT-107951,Premium Duo,14.99,Credit Card,1,5
SUB-207952,SPOT-107952,Premium Family,17.99,Carrier Billing,1,23
SUB-207953,SPOT-107953,Premium Family,17.99,Credit Card,1,7
SUB-207954,SPOT-107954,Free,0.0,None,0,8
SUB-207955,SPOT-107955,Free,0.0,None,0,10
SUB-207956,SPOT-107956,Premium Individual,10.99,Carrier Billing,1,30
SUB-207957,SPOT-107957,Free,0.0,None,0,13
SUB-207958,SPOT-107958,Premium Individual,10.99,PayPal,1,14
SUB-207959,SPOT-107959,Premium Duo,14.99,PayPal,1,33
SUB-207960,SPOT-107960,Free,0.0,None,0,17
SUB-207961,SPOT-107961,Free,0.0,None,0,24
SUB-207962,SPOT-107962,Premium Family,17.99,Gift Card,1,28
SUB-207963,SPOT-107963,Premium Individual,10.99,Credit Card,1,12
SUB-207964,SPOT-107964,Free,0.0,None,0,5
SUB-207965,SPOT-107965,Premium Individual,10.99,PayPal,1,21
SUB-207966,SPOT-107966,Premium Student,5.99,Credit Card,1,5
SUB-207967,SPOT-107967,Premium Duo,14.99,Credit Card,1,20
SUB-207968,SPOT-107968,Premium Individual,10.99,Credit Card,1,4
SUB-207969,SPOT-107969,Premium Individual,10.99,Credit Card,1,11
SUB-207970,SPOT-107970,Premium Individual,10.99,Credit Card,1,14
SUB-207971,SPOT-107971,Premium Individual,10.99,PayPal,1,11
SUB-207972,SPOT-107972,Premium Family,17.99,Carrier Billing,1,9
SUB-207973,SPOT-107973,Premium Family,17.99,PayPal,0,33
SUB-207974,SPOT-107974,Premium Individual,10.99,PayPal,1,8
SUB-207975,SPOT-107975,Premium Individual,10.99,PayPal,1,21
SUB-207976,SPOT-107976,Free,0.0,None,0,32
SUB-207977,SPOT-107977,Free,0.0,None,0,20
SUB-207978,SPOT-107978,Premium Family,17.99,Credit Card,1,23
SUB-207979,SPOT-107979,Premium Individual,10.99,Credit Card,0,8
SUB-207980,SPOT-107980,Premium Individual,10.99,PayPal,1,29
SUB-207981,SPOT-107981,Premium Individual,10.99,Credit Card,1,10
SUB-207982,SPOT-107982,Free,0.0,None,0,29
SUB-207983,SPOT-107983,Premium Family,17.99,PayPal,1,19
SUB-207984,SPOT-107984,Premium Individual,10.99,Credit Card,1,13
SUB-207985,SPOT-107985,Free,0.0,None,0,18
SUB-207986,SPOT-107986,Free,0.0,None,0,31
SUB-207987,SPOT-107987,Premium Individual,10.99,Credit Card,1,32
SUB-207988,SPOT-107988,Premium Family,17.99,PayPal,1,31
SUB-207989,SPOT-107989,Premium Individual,10.99,Credit Card,1,18
SUB-207990,SPOT-107990,Free,0.0,None,0,21
SUB-207991,SPOT-107991,Premium Individual,10.99,Gift Card,1,32
SUB-207992,SPOT-107992,Premium Individual,10.99,Credit Card,1,9
SUB-207993,SPOT-107993,Premium Individual,10.99,Credit Card,1,25
SUB-207994,SPOT-107994,Free,0.0,None,0,21
SUB-207995,SPOT-107995,Premium Family,17.99,Credit Card,1,24
SUB-207996,SPOT-107996,Premium Individual,10.99,Gift Card,1,3
SUB-207997,SPOT-107997,Premium Individual,10.99,Credit Card,1,20
SUB-207998,SPOT-107998,Premium Family,17.99,Credit Card,0,28
SUB-207999,SPOT-107999,Premium Individual,10.99,Credit Card,1,2
SUB-208000,SPOT-108000,Premium Individual,10.99,Credit Card,1,30
SUB-208001,SPOT-108001,Premium Individual,10.99,Gift Card,1,24
SUB-208002,SPOT-108002,Free,0.0,None,0,22
SUB-208003,SPOT-108003,Premium Family,17.99,PayPal,1,19
SUB-208004,SPOT-108004,Premium Individual,10.99,PayPal,1,5
SUB-208005,SPOT-108005,Free,0.0,None,0,22
SUB-208006,SPOT-108006,Premium Family,17.99,Credit Card,1,12
SUB-208007,SPOT-108007,Premium Individual,10.99,Credit Card,1,22
SUB-208008,SPOT-108008,Premium Individual,10.99,Credit Card,1,19
SUB-208009,SPOT-108009,Premium Family,17.99,Credit Card,1,24
SUB-208010,SPOT-108010,Premium Individual,10.99,PayPal,1,5
SUB-208011,SPOT-108011,Free,0.0,None,0,2
SUB-208012,SPOT-108012,Free,0.0,None,0,26
SUB-208013,SPOT-108013,Premium Duo,14.99,Credit Card,1,27
SUB-208014,SPOT-108014,Free,0.0,None,0,12
SUB-208015,SPOT-108015,Premium Individual,10.99,Gift Card,1,4
SUB-208016,SPOT-108016,Premium Individual,10.99,PayPal,1,29
SUB-208017,SPOT-108017,Premium Student,5.99,Credit Card,1,12
SUB-208018,SPOT-108018,Premium Individual,10.99,Credit Card,1,18
SUB-208019,SPOT-108019,Premium Individual,10.99,Credit Card,1,22
SUB-208020,SPOT-108020,Premium Individual,10.99,Credit Card,1,9
SUB-208021,SPOT-108021,Free,0.0,None,0,6
SUB-208022,SPOT-108022,Free,0.0,None,0,22
SUB-208023,SPOT-108023,Premium Student,5.99,PayPal,1,5
SUB-208024,SPOT-108024,Premium Individual,10.99,Credit Card,1,32
SUB-208025,SPOT-108025,Free,0.0,None,0,11
SUB-208026,SPOT-108026,Premium Individual,10.99,Carrier Billing,1,2
SUB-208027,SPOT-108027,Premium Family,17.99,PayPal,1,6
SUB-208028,SPOT-108028,Free,0.0,None,0,4
SUB-208029,SPOT-108029,Free,0.0,None,0,4
SUB-208030,SPOT-108030,Premium Individual,10.99,Credit Card,1,13
SUB-208031,SPOT-108031,Premium Family,17.99,Carrier Billing,1,21
SUB-208032,SPOT-108032,Free,0.0,None,0,10
SUB-208033,SPOT-108033,Free,0.0,None,0,24
SUB-208034,SPOT-108034,Free,0.0,None,0,7
SUB-208035,SPOT-108035,Free,0.0,None,0,28
SUB-208036,SPOT-108036,Premium Individual,10.99,Carrier Billing,0,29
SUB-208037,SPOT-108037,Premium Individual,10.99,PayPal,1,19
SUB-208038,SPOT-108038,Free,0.0,None,0,21
SUB-208039,SPOT-108039,Free,0.0,None,0,5
SUB-208040,SPOT-108040,Premium Individual,10.99,PayPal,1,8
SUB-208041,SPOT-108041,Premium Individual,10.99,Gift Card,1,20
SUB-208042,SPOT-108042,Premium Individual,10.99,PayPal,1,8
SUB-208043,SPOT-108043,Premium Student,5.99,Credit Card,1,28
SUB-208044,SPOT-108044,Premium Student,5.99,Credit Card,1,8
SUB-208045,SPOT-108045,Premium Family,17.99,Credit Card,1,12
SUB-208046,SPOT-108046,Free,0.0,None,0,22
SUB-208047,SPOT-108047,Premium Family,17.99,PayPal,1,27
SUB-208048,SPOT-108048,Free,0.0,None,0,22
SUB-208049,SPOT-108049,Premium Duo,14.99,Gift Card,1,9
SUB-208050,SPOT-108050,Premium Student,5.99,Credit Card,1,24
SUB-208051,SPOT-108051,Premium Individual,10.99,Credit Card,1,3
SUB-208052,SPOT-108052,Premium Student,5.99,Gift Card,1,26
SUB-208053,SPOT-108053,Premium Individual,10.99,PayPal,1,24
SUB-208054,SPOT-108054,Premium Individual,10.99,Carrier Billing,1,31
SUB-208055,SPOT-108055,Free,0.0,None,0,17
SUB-208056,SPOT-108056,Premium Individual,10.99,Credit Card,1,30
SUB-208057,SPOT-108057,Free,0.0,None,0,4
SUB-208058,SPOT-108058,Free,0.0,None,0,25
SUB-208059,SPOT-108059,Premium Individual,10.99,PayPal,1,22
SUB-208060,SPOT-108060,Premium Duo,14.99,Credit Card,1,21
SUB-208061,SPOT-108061,Premium Individual,10.99,Credit Card,1,4
SUB-208062,SPOT-108062,Premium Family,17.99,Carrier Billing,1,6
SUB-208063,SPOT-108063,Premium Individual,10.99,Credit Card,1,27
SUB-208064,SPOT-108064,Free,0.0,None,0,9
SUB-208065,SPOT-108065,Free,0.0,None,0,13
SUB-208066,SPOT-108066,Free,0.0,None,0,18
SUB-208067,SPOT-108067,Premium Individual,10.99,Credit Card,1,29
SUB-208068,SPOT-108068,Free,0.0,None,0,21
SUB-208069,SPOT-108069,Premium Individual,10.99,PayPal,1,2
SUB-208070,SPOT-108070,Premium Family,17.99,PayPal,0,3
SUB-208071,SPOT-108071,Premium Individual,10.99,PayPal,1,24
SUB-208072,SPOT-108072,Premium Individual,10.99,Carrier Billing,1,12
SUB-208073,SPOT-108073,Free,0.0,None,0,14
SUB-208074,SPOT-108074,Premium Student,5.99,PayPal,1,24
SUB-208075,SPOT-108075,Free,0.0,None,0,9
SUB-208076,SPOT-108076,Premium Family,17.99,Credit Card,1,29
SUB-208077,SPOT-108077,Free,0.0,None,0,12
SUB-208078,SPOT-108078,Free,0.0,None,0,18
SUB-208079,SPOT-108079,Premium Individual,10.99,Credit Card,1,6
SUB-208080,SPOT-108080,Free,0.0,None,0,29
SUB-208081,SPOT-108081,Free,0.0,None,0,17
SUB-208082,SPOT-108082,Premium Individual,10.99,Credit Card,1,11
SUB-208083,SPOT-108083,Free,0.0,None,0,22
SUB-208084,SPOT-108084,Premium Family,17.99,Credit Card,1,31
SUB-208085,SPOT-108085,Free,0.0,None,0,8
SUB-208086,SPOT-108086,Free,0.0,None,0,29
SUB-208087,SPOT-108087,Free,0.0,None,0,10
SUB-208088,SPOT-108088,Free,0.0,None,0,18
SUB-208089,SPOT-108089,Premium Duo,14.99,Gift Card,1,9
SUB-208090,SPOT-108090,Free,0.0,None,0,9
SUB-208091,SPOT-108091,Premium Individual,10.99,Credit Card,1,32
SUB-208092,SPOT-108092,Premium Family,17.99,Credit Card,1,22
SUB-208093,SPOT-108093,Free,0.0,None,0,25
SUB-208094,SPOT-108094,Premium Individual,10.99,Credit Card,1,27
SUB-208095,SPOT-108095,Premium Individual,10.99,Credit Card,1,18
SUB-208096,SPOT-108096,Premium Individual,10.99,Carrier Billing,1,22
SUB-208097,SPOT-108097,Premium Family,17.99,PayPal,0,26
SUB-208098,SPOT-108098,Premium Student,5.99,PayPal,1,27
SUB-208099,SPOT-108099,Free,0.0,None,0,27
SUB-208100,SPOT-108100,Free,0.0,None,0,24
SUB-208101,SPOT-108101,Free,0.0,None,0,9
SUB-208102,SPOT-108102,Free,0.0,None,0,23
SUB-208103,SPOT-108103,Premium Individual,10.99,Carrier Billing,1,20
SUB-208104,SPOT-108104,Premium Duo,14.99,PayPal,1,26
SUB-208105,SPOT-108105,Premium Individual,10.99,Credit Card,1,17
SUB-208106,SPOT-108106,Premium Family,17.99,PayPal,1,21
SUB-208107,SPOT-108107,Premium Student,5.99,Credit Card,1,25
SUB-208108,SPOT-108108,Premium Duo,14.99,PayPal,1,29
SUB-208109,SPOT-108109,Free,0.0,None,0,13
SUB-208110,SPOT-108110,Premium Individual,10.99,Credit Card,1,3
SUB-208111,SPOT-108111,Free,0.0,None,0,25
SUB-208112,SPOT-108112,Premium Individual,10.99,Credit Card,1,17
SUB-208113,SPOT-108113,Premium Duo,14.99,PayPal,1,30
SUB-208114,SPOT-108114,Free,0.0,None,0,12
SUB-208115,SPOT-108115,Free,0.0,None,0,28
SUB-208116,SPOT-108116,Free,0.0,None,0,10
SUB-208117,SPOT-108117,Premium Duo,14.99,Credit Card,1,18
SUB-208118,SPOT-108118,Premium Individual,10.99,Credit Card,1,32
SUB-208119,SPOT-108119,Premium Individual,10.99,Credit Card,1,2
SUB-208120,SPOT-108120,Premium Individual,10.99,Credit Card,0,9
SUB-208121,SPOT-108121,Premium Individual,10.99,Credit Card,0,7
SUB-208122,SPOT-108122,Premium Duo,14.99,Credit Card,1,29
SUB-208123,SPOT-108123,Premium Individual,10.99,Carrier Billing,1,13
SUB-208124,SPOT-108124,Premium Individual,10.99,Credit Card,1,14
SUB-208125,SPOT-108125,Premium Family,17.99,Credit Card,1,4
SUB-208126,SPOT-108126,Premium Individual,10.99,Gift Card,1,10
SUB-208127,SPOT-108127,Free,0.0,None,0,31
SUB-208128,SPOT-108128,Premium Individual,10.99,Credit Card,0,4
SUB-208129,SPOT-108129,Premium Student,5.99,Credit Card,1,13
SUB-208130,SPOT-108130,Free,0.0,None,0,7
SUB-208131,SPOT-108131,Free,0.0,None,0,4
SUB-208132,SPOT-108132,Free,0.0,None,0,17
SUB-208133,SPOT-108133,Premium Student,5.99,Gift Card,1,12
SUB-208134,SPOT-108134,Free,0.0,None,0,18
SUB-208135,SPOT-108135,Premium Family,17.99,Credit Card,1,26
SUB-208136,SPOT-108136,Premium Individual,10.99,Credit Card,1,19
SUB-208137,SPOT-108137,Premium Family,17.99,Credit Card,1,28
SUB-208138,SPOT-108138,Free,0.0,None,0,26
SUB-208139,SPOT-108139,Premium Family,17.99,Credit Card,1,22
SUB-208140,SPOT-108140,Premium Family,17.99,Carrier Billing,1,31
SUB-208141,SPOT-108141,Free,0.0,None,0,16
SUB-208142,SPOT-108142,Free,0.0,None,0,29
SUB-208143,SPOT-108143,Premium Individual,10.99,Gift Card,1,17
SUB-208144,SPOT-108144,Premium Individual,10.99,Credit Card,1,29
SUB-208145,SPOT-108145,Premium Individual,10.99,Credit Card,1,32
SUB-208146,SPOT-108146,Free,0.0,None,0,27
SUB-208147,SPOT-108147,Premium Student,5.99,Credit Card,1,7
SUB-208148,SPOT-108148,Free,0.0,None,0,10
SUB-208149,SPOT-108149,Free,0.0,None,0,12
SUB-208150,SPOT-108150,Premium Student,5.99,Credit Card,1,32
SUB-208151,SPOT-108151,Free,0.0,None,0,29
SUB-208152,SPOT-108152,Premium Student,5.99,Credit Card,1,11
SUB-208153,SPOT-108153,Free,0.0,None,0,8
SUB-208154,SPOT-108154,Premium Student,5.99,PayPal,1,2
SUB-208155,SPOT-108155,Premium Student,5.99,Carrier Billing,1,4
SUB-208156,SPOT-108156,Premium Individual,10.99,Credit Card,1,8
SUB-208157,SPOT-108157,Free,0.0,None,0,26
SUB-208158,SPOT-108158,Free,0.0,None,0,31
SUB-208159,SPOT-108159,Premium Duo,14.99,PayPal,1,13
SUB-208160,SPOT-108160,Free,0.0,None,0,21
SUB-208161,SPOT-108161,Premium Family,17.99,Carrier Billing,1,20
SUB-208162,SPOT-108162,Premium Student,5.99,PayPal,1,31
SUB-208163,SPOT-108163,Premium Individual,10.99,Credit Card,1,19
SUB-208164,SPOT-108164,Premium Family,17.99,Credit Card,1,29
SUB-208165,SPOT-108165,Premium Individual,10.99,Credit Card,1,18
SUB-208166,SPOT-108166,Free,0.0,None,0,30
SUB-208167,SPOT-108167,Free,0.0,None,0,32
SUB-208168,SPOT-108168,Premium Individual,10.99,Carrier Billing,1,3
SUB-208169,SPOT-108169,Premium Individual,10.99,Credit Card,1,4
SUB-208170,SPOT-108170,Free,0.0,None,0,6
SUB-208171,SPOT-108171,Free,0.0,None,0,20
SUB-208172,SPOT-108172,Premium Student,5.99,Credit Card,0,27
SUB-208173,SPOT-108173,Premium Individual,10.99,Credit Card,1,2
SUB-208174,SPOT-108174,Premium Duo,14.99,Credit Card,1,11
SUB-208175,SPOT-108175,Premium Family,17.99,Credit Card,1,20
SUB-208176,SPOT-108176,Premium Duo,14.99,Gift Card,1,13
SUB-208177,SPOT-108177,Premium Individual,10.99,Credit Card,1,22
SUB-208178,SPOT-108178,Premium Individual,10.99,Credit Card,1,19
SUB-208179,SPOT-108179,Free,0.0,None,0,28
SUB-208180,SPOT-108180,Premium Duo,14.99,PayPal,1,15
SUB-208181,SPOT-108181,Premium Duo,14.99,Credit Card,1,22
SUB-208182,SPOT-108182,Premium Student,5.99,Credit Card,1,29
SUB-208183,SPOT-108183,Premium Student,5.99,PayPal,1,30
SUB-208184,SPOT-108184,Premium Duo,14.99,PayPal,1,9
SUB-208185,SPOT-108185,Premium Family,17.99,Credit Card,1,30
SUB-208186,SPOT-108186,Premium Duo,14.99,PayPal,1,28
SUB-208187,SPOT-108187,Premium Duo,14.99,Credit Card,1,29
SUB-208188,SPOT-108188,Premium Individual,10.99,Credit Card,1,9
SUB-208189,SPOT-108189,Premium Individual,10.99,PayPal,1,7
SUB-208190,SPOT-108190,Premium Individual,10.99,Carrier Billing,1,3
SUB-208191,SPOT-108191,Premium Individual,10.99,Credit Card,1,7
SUB-208192,SPOT-108192,Premium Duo,14.99,PayPal,1,11
SUB-208193,SPOT-108193,Free,0.0,None,0,19
SUB-208194,SPOT-108194,Free,0.0,None,0,30
SUB-208195,SPOT-108195,Premium Individual,10.99,PayPal,1,25
SUB-208196,SPOT-108196,Premium Family,17.99,Credit Card,1,26
SUB-208197,SPOT-108197,Premium Individual,10.99,Credit Card,1,23
SUB-208198,SPOT-108198,Free,0.0,None,0,8
SUB-208199,SPOT-108199,Premium Individual,10.99,PayPal,1,32
SUB-208200,SPOT-108200,Premium Individual,10.99,PayPal,1,20
SUB-208201,SPOT-108201,Premium Duo,14.99,Credit Card,1,3
SUB-208202,SPOT-108202,Premium Duo,14.99,PayPal,1,22
SUB-208203,SPOT-108203,Free,0.0,None,0,23
SUB-208204,SPOT-108204,Free,0.0,None,0,4
SUB-208205,SPOT-108205,Premium Student,5.99,PayPal,1,17
SUB-208206,SPOT-108206,Premium Individual,10.99,PayPal,1,19
SUB-208207,SPOT-108207,Free,0.0,None,0,16
SUB-208208,SPOT-108208,Premium Family,17.99,Credit Card,1,17
SUB-208209,SPOT-108209,Premium Family,17.99,Credit Card,1,25
SUB-208210,SPOT-108210,Premium Student,5.99,PayPal,1,32
SUB-208211,SPOT-108211,Free,0.0,None,0,28
SUB-208212,SPOT-108212,Free,0.0,None,0,12
SUB-208213,SPOT-108213,Free,0.0,None,0,6
SUB-208214,SPOT-108214,Free,0.0,None,0,16
SUB-208215,SPOT-108215,Premium Duo,14.99,Carrier Billing,1,30
SUB-208216,SPOT-108216,Free,0.0,None,0,12
SUB-208217,SPOT-108217,Free,0.0,None,0,18
SUB-208218,SPOT-108218,Free,0.0,None,0,32
SUB-208219,SPOT-108219,Free,0.0,None,0,14
SUB-208220,SPOT-108220,Free,0.0,None,0,23
SUB-208221,SPOT-108221,Premium Family,17.99,Credit Card,1,25
SUB-208222,SPOT-108222,Premium Family,17.99,Credit Card,1,29
SUB-208223,SPOT-108223,Premium Individual,10.99,Carrier Billing,1,8
SUB-208224,SPOT-108224,Free,0.0,None,0,6
SUB-208225,SPOT-108225,Premium Student,5.99,PayPal,1,17
SUB-208226,SPOT-108226,Premium Family,17.99,Credit Card,1,17
SUB-208227,SPOT-108227,Premium Family,17.99,Credit Card,1,25
SUB-208228,SPOT-108228,Premium Individual,10.99,PayPal,1,6
SUB-208229,SPOT-108229,Free,0.0,None,0,27
SUB-208230,SPOT-108230,Premium Duo,14.99,PayPal,0,8
SUB-208231,SPOT-108231,Premium Individual,10.99,Credit Card,1,2
SUB-208232,SPOT-108232,Premium Individual,10.99,Credit Card,1,29
SUB-208233,SPOT-108233,Free,0.0,None,0,16
SUB-208234,SPOT-108234,Free,0.0,None,0,13
SUB-208235,SPOT-108235,Premium Individual,10.99,PayPal,1,31
SUB-208236,SPOT-108236,Free,0.0,None,0,8
SUB-208237,SPOT-108237,Premium Individual,10.99,Credit Card,1,11
SUB-208238,SPOT-108238,Premium Student,5.99,Credit Card,1,26
SUB-208239,SPOT-108239,Premium Family,17.99,Credit Card,1,23
SUB-208240,SPOT-108240,Free,0.0,None,0,22
SUB-208241,SPOT-108241,Premium Student,5.99,Carrier Billing,1,30
SUB-208242,SPOT-108242,Free,0.0,None,0,23
SUB-208243,SPOT-108243,Premium Family,17.99,Credit Card,1,21
SUB-208244,SPOT-108244,Premium Student,5.99,Credit Card,1,23
SUB-208245,SPOT-108245,Free,0.0,None,0,31
SUB-208246,SPOT-108246,Premium Individual,10.99,Gift Card,1,18
SUB-208247,SPOT-108247,Premium Individual,10.99,Credit Card,1,4
SUB-208248,SPOT-108248,Premium Individual,10.99,Credit Card,1,28
SUB-208249,SPOT-108249,Premium Family,17.99,PayPal,1,2
SUB-208250,SPOT-108250,Premium Family,17.99,Credit Card,1,15
SUB-208251,SPOT-108251,Free,0.0,None,0,32
SUB-208252,SPOT-108252,Premium Student,5.99,Credit Card,1,11
SUB-208253,SPOT-108253,Premium Student,5.99,PayPal,1,4
SUB-208254,SPOT-108254,Premium Student,5.99,Carrier Billing,1,24
SUB-208255,SPOT-108255,Premium Family,17.99,Credit Card,1,14
SUB-208256,SPOT-108256,Premium Individual,10.99,PayPal,1,23
SUB-208257,SPOT-108257,Free,0.0,None,0,29
SUB-208258,SPOT-108258,Premium Individual,10.99,Gift Card,1,2
SUB-208259,SPOT-108259,Free,0.0,None,0,16
SUB-208260,SPOT-108260,Free,0.0,None,0,22
SUB-208261,SPOT-108261,Premium Individual,10.99,PayPal,1,13
SUB-208262,SPOT-108262,Free,0.0,None,0,23
SUB-208263,SPOT-108263,Premium Individual,10.99,PayPal,1,16
SUB-208264,SPOT-108264,Premium Duo,14.99,PayPal,1,23
SUB-208265,SPOT-108265,Premium Family,17.99,PayPal,1,11
