user_id,is_churn,churn_probability_latent,cancellation_reason
SPOT-102093,0,0.1405,Active
SPOT-102094,0,0.3883,Active
SPOT-102095,0,0.2355,Active
SPOT-102096,0,0.428,Active
SPOT-102097,0,0.4782,Active
SPOT-102098,0,0.5123,Active
SPOT-102099,0,0.5252,Active
SPOT-102100,0,0.2701,Active
SPOT-102101,0,0.2764,Active
SPOT-102102,0,0.2923,Active
SPOT-102103,1,0.7296,Low Usage / No Time
SPOT-102104,0,0.2998,Active
SPOT-102105,1,0.5691,Too Many Ads
SPOT-102106,0,0.5138,Active
SPOT-102107,0,0.4642,Active
SPOT-102108,0,0.5163,Active
SPOT-102109,0,0.2902,Active
SPOT-102110,0,0.4671,Active
SPOT-102111,0,0.3315,Active
SPOT-102112,0,0.5074,Active
SPOT-102113,0,0.2251,Active
SPOT-102114,0,0.5492,Active
SPOT-102115,1,0.6254,Low Usage / No Time
SPOT-102116,0,0.3452,Active
SPOT-102117,1,0.7072,Technical Bugs
SPOT-102118,0,0.291,Active
SPOT-102119,1,0.6966,Switched to Competitor
SPOT-102120,0,0.5295,Active
SPOT-102121,0,0.422,Active
SPOT-102122,0,0.5647,Active
SPOT-102123,0,0.2995,Active
SPOT-102124,0,0.3205,Active
SPOT-102125,0,0.182,Active
SPOT-102126,1,0.7747,Price / Cost
SPOT-102127,0,0.2546,Active
SPOT-102128,1,0.6392,Switched to Competitor
SPOT-102129,1,0.6446,Low Usage / No Time
SPOT-102130,0,0.5253,Active
SPOT-102131,1,0.5976,Too Many Ads
SPOT-102132,1,0.6934,Price / Cost
SPOT-102133,0,0.286,Active
SPOT-102134,0,0.2886,Active
SPOT-102135,0,0.157,Active
SPOT-102136,1,0.6352,Too Many Ads
SPOT-102137,0,0.4493,Active
SPOT-102138,0,0.3165,Active
SPOT-102139,0,0.5307,Active
SPOT-102140,0,0.4246,Active
SPOT-102141,0,0.4269,Active
SPOT-102142,0,0.3466,Active
SPOT-102143,0,0.2922,Active
SPOT-102144,0,0.4191,Active
SPOT-102145,0,0.4685,Active
SPOT-102146,0,0.4559,Active
SPOT-102147,0,0.3592,Active
SPOT-102148,0,0.4298,Active
SPOT-102149,0,0.3066,Active
SPOT-102150,0,0.3598,Active
SPOT-102151,0,0.4317,Active
SPOT-102152,0,0.3512,Active
SPOT-102153,1,0.5693,Price / Cost
SPOT-102154,0,0.2666,Active
SPOT-102155,0,0.4313,Active
SPOT-102156,0,0.1955,Active
SPOT-102157,0,0.4334,Active
SPOT-102158,0,0.2505,Active
SPOT-102159,0,0.4269,Active
SPOT-102160,0,0.4185,Active
SPOT-102161,0,0.4532,Active
SPOT-102162,0,0.4837,Active
SPOT-102163,0,0.4724,Active
SPOT-102164,0,0.1878,Active
SPOT-102165,1,0.6366,Too Many Ads
SPOT-102166,0,0.3168,Active
SPOT-102167,1,0.7489,Too Many Ads
SPOT-102168,0,0.2485,Active
SPOT-102169,0,0.1931,Active
SPOT-102170,0,0.4469,Active
SPOT-102171,0,0.5596,Active
SPOT-102172,0,0.3854,Active
SPOT-102173,0,0.3953,Active
SPOT-102174,0,0.2734,Active
SPOT-102175,0,0.3279,Active
SPOT-102176,0,0.5595,Active
SPOT-102177,0,0.3592,Active
SPOT-102178,0,0.4765,Active
SPOT-102179,0,0.5484,Active
SPOT-102180,0,0.4376,Active
SPOT-102181,0,0.3229,Active
SPOT-102182,0,0.2713,Active
SPOT-102183,0,0.5018,Active
SPOT-102184,0,0.3566,Active
SPOT-102185,0,0.5247,Active
SPOT-102186,1,0.5835,Price / Cost
SPOT-102187,0,0.2887,Active
SPOT-102188,0,0.261,Active
SPOT-102189,0,0.235,Active
SPOT-102190,0,0.3225,Active
SPOT-102191,0,0.5492,Active
SPOT-102192,0,0.2793,Active
SPOT-102193,0,0.3254,Active
SPOT-102194,0,0.0834,Active
SPOT-102195,0,0.1368,Active
SPOT-102196,0,0.1984,Active
SPOT-102197,0,0.2933,Active
SPOT-102198,0,0.4258,Active
SPOT-102199,0,0.3921,Active
SPOT-102200,0,0.297,Active
SPOT-102201,0,0.5241,Active
SPOT-102202,0,0.4037,Active
SPOT-102203,0,0.2607,Active
SPOT-102204,1,0.7352,Too Many Ads
SPOT-102205,0,0.5459,Active
SPOT-102206,1,0.7721,Price / Cost
SPOT-102207,0,0.3217,Active
SPOT-102208,1,0.5726,Switched to Competitor
SPOT-102209,0,0.2212,Active
SPOT-102210,0,0.3382,Active
SPOT-102211,0,0.5094,Active
SPOT-102212,0,0.5235,Active
SPOT-102213,1,0.6343,Price / Cost
SPOT-102214,0,0.388,Active
SPOT-102215,0,0.4068,Active
SPOT-102216,0,0.5214,Active
SPOT-102217,0,0.3985,Active
SPOT-102218,0,0.5458,Active
SPOT-102219,1,0.6146,Price / Cost
SPOT-102220,0,0.4495,Active
SPOT-102221,1,0.6633,Switched to Competitor
SPOT-102222,0,0.5575,Active
SPOT-102223,0,0.5583,Active
SPOT-102224,0,0.469,Active
SPOT-102225,0,0.3749,Active
SPOT-102226,0,0.2816,Active
SPOT-102227,1,0.6314,Price / Cost
SPOT-102228,0,0.1412,Active
SPOT-102229,0,0.4586,Active
SPOT-102230,0,0.5508,Active
SPOT-102231,1,0.6373,Price / Cost
SPOT-102232,0,0.2626,Active
SPOT-102233,0,0.3006,Active
SPOT-102234,1,0.6484,Price / Cost
SPOT-102235,0,0.3193,Active
SPOT-102236,1,0.6647,Price / Cost
SPOT-102237,0,0.4443,Active
SPOT-102238,0,0.3815,Active
SPOT-102239,1,0.5743,Low Usage / No Time
SPOT-102240,0,0.3671,Active
SPOT-102241,0,0.5547,Active
SPOT-102242,0,0.2129,Active
SPOT-102243,0,0.5342,Active
SPOT-102244,0,0.3562,Active
SPOT-102245,0,0.1856,Active
SPOT-102246,1,0.5992,Price / Cost
SPOT-102247,0,0.5176,Active
SPOT-102248,0,0.2457,Active
SPOT-102249,0,0.3412,Active
SPOT-102250,0,0.4357,Active
SPOT-102251,0,0.3667,Active
SPOT-102252,0,0.4295,Active
SPOT-102253,0,0.208,Active
SPOT-102254,0,0.2397,Active
SPOT-102255,0,0.1673,Active
SPOT-102256,0,0.4808,Active
SPOT-102257,1,0.5822,Too Many Ads
SPOT-102258,0,0.4894,Active
SPOT-102259,1,0.5691,Low Usage / No Time
SPOT-102260,0,0.2701,Active
SPOT-102261,0,0.3695,Active
SPOT-102262,0,0.5669,Active
SPOT-102263,0,0.2356,Active
SPOT-102264,0,0.5146,Active
SPOT-102265,0,0.4468,Active
SPOT-102266,0,0.3506,Active
SPOT-102267,1,0.726,Technical Bugs
SPOT-102268,1,0.6217,Price / Cost
SPOT-102269,0,0.3595,Active
SPOT-102270,1,0.6931,Too Many Ads
SPOT-102271,0,0.4222,Active
SPOT-102272,0,0.2934,Active
SPOT-102273,0,0.5088,Active
SPOT-102274,1,0.628,Low Usage / No Time
SPOT-102275,0,0.4302,Active
SPOT-102276,0,0.1632,Active
SPOT-102277,0,0.4985,Active
SPOT-102278,0,0.2097,Active
SPOT-102279,0,0.5504,Active
SPOT-102280,0,0.4761,Active
SPOT-102281,1,0.6254,Price / Cost
SPOT-102282,0,0.1212,Active
SPOT-102283,0,0.3599,Active
SPOT-102284,1,0.6205,Low Usage / No Time
SPOT-102285,0,0.235,Active
SPOT-102286,0,0.3065,Active
SPOT-102287,0,0.447,Active
SPOT-102288,0,0.414,Active
SPOT-102289,0,0.4507,Active
SPOT-102290,0,0.4482,Active
SPOT-102291,1,0.6511,Too Many Ads
SPOT-102292,0,0.3577,Active
SPOT-102293,0,0.3503,Active
SPOT-102294,0,0.3122,Active
SPOT-102295,0,0.4324,Active
SPOT-102296,0,0.5626,Active
SPOT-102297,0,0.2156,Active
SPOT-102298,1,0.7413,Too Many Ads
SPOT-102299,0,0.2768,Active
SPOT-102300,0,0.2401,Active
SPOT-102301,0,0.4013,Active
SPOT-102302,0,0.5489,Active
SPOT-102303,0,0.5321,Active
SPOT-102304,0,0.485,Active
SPOT-102305,0,0.2938,Active
SPOT-102306,0,0.304,Active
SPOT-102307,0,0.5538,Active
SPOT-102308,0,0.1568,Active
SPOT-102309,0,0.168,Active
SPOT-102310,0,0.4396,Active
SPOT-102311,0,0.519,Active
SPOT-102312,0,0.4487,Active
SPOT-102313,0,0.1657,Active
SPOT-102314,1,0.6098,Price / Cost
SPOT-102315,1,0.6515,Switched to Competitor
SPOT-102316,0,0.4423,Active
SPOT-102317,0,0.458,Active
SPOT-102318,0,0.513,Active
SPOT-102319,0,0.2321,Active
SPOT-102320,0,0.448,Active
SPOT-102321,0,0.5608,Active
SPOT-102322,0,0.3949,Active
SPOT-102323,0,0.3576,Active
SPOT-102324,0,0.3219,Active
SPOT-102325,1,0.6809,Low Usage / No Time
SPOT-102326,0,0.4792,Active
SPOT-102327,0,0.3148,Active
SPOT-102328,1,0.6077,Low Usage / No Time
SPOT-102329,0,0.3786,Active
SPOT-102330,0,0.4126,Active
SPOT-102331,0,0.3609,Active
SPOT-102332,0,0.4642,Active
SPOT-102333,0,0.4587,Active
SPOT-102334,0,0.5134,Active
SPOT-102335,0,0.1337,Active
SPOT-102336,0,0.1703,Active
SPOT-102337,0,0.4025,Active
SPOT-102338,0,0.2487,Active
SPOT-102339,0,0.3361,Active
SPOT-102340,0,0.5435,Active
SPOT-102341,0,0.2733,Active
SPOT-102342,0,0.3957,Active
SPOT-102343,1,0.5946,Low Usage / No Time
SPOT-102344,0,0.4981,Active
SPOT-102345,0,0.4383,Active
SPOT-102346,0,0.3777,Active
SPOT-102347,1,0.5856,Price / Cost
SPOT-102348,0,0.293,Active
SPOT-102349,0,0.2664,Active
SPOT-102350,0,0.4024,Active
SPOT-102351,0,0.2725,Active
SPOT-102352,0,0.2516,Active
SPOT-102353,0,0.3455,Active
SPOT-102354,0,0.2204,Active
SPOT-102355,0,0.2781,Active
SPOT-102356,0,0.5582,Active
SPOT-102357,0,0.278,Active
SPOT-102358,1,0.7093,Price / Cost
SPOT-102359,0,0.2154,Active
SPOT-102360,0,0.2941,Active
SPOT-102361,0,0.1002,Active
SPOT-102362,0,0.3979,Active
SPOT-102363,1,0.7516,Price / Cost
SPOT-102364,0,0.4285,Active
SPOT-102365,0,0.4182,Active
SPOT-102366,1,0.5912,Switched to Competitor
SPOT-102367,0,0.4529,Active
SPOT-102368,0,0.3812,Active
SPOT-102369,0,0.5241,Active
SPOT-102370,0,0.3392,Active
SPOT-102371,0,0.455,Active
SPOT-102372,0,0.1963,Active
SPOT-102373,1,0.704,Switched to Competitor
SPOT-102374,0,0.2109,Active
SPOT-102375,0,0.5027,Active
SPOT-102376,0,0.267,Active
SPOT-102377,0,0.3442,Active
SPOT-102378,1,0.6903,Switched to Competitor
SPOT-102379,1,0.6555,Too Many Ads
SPOT-102380,0,0.3123,Active
SPOT-102381,1,0.6556,Price / Cost
SPOT-102382,0,0.5055,Active
SPOT-102383,0,0.5341,Active
SPOT-102384,0,0.2622,Active
SPOT-102385,0,0.4733,Active
SPOT-102386,0,0.5587,Active
SPOT-102387,0,0.1896,Active
SPOT-102388,0,0.4362,Active
SPOT-102389,0,0.5127,Active
SPOT-102390,0,0.321,Active
SPOT-102391,0,0.4907,Active
SPOT-102392,0,0.4914,Active
SPOT-102393,0,0.1916,Active
SPOT-102394,0,0.3403,Active
SPOT-102395,0,0.424,Active
SPOT-102396,0,0.4628,Active
SPOT-102397,0,0.4001,Active
SPOT-102398,0,0.2905,Active
SPOT-102399,0,0.3188,Active
SPOT-102400,0,0.2624,Active
SPOT-102401,1,0.7454,Low Usage / No Time
SPOT-102402,0,0.4252,Active
SPOT-102403,0,0.2736,Active
SPOT-102404,0,0.321,Active
SPOT-102405,0,0.4867,Active
SPOT-102406,0,0.4657,Active
SPOT-102407,0,0.4036,Active
SPOT-102408,0,0.2494,Active
SPOT-102409,1,0.5848,Switched to Competitor
SPOT-102410,1,0.599,Price / Cost
SPOT-102411,0,0.4287,Active
SPOT-102412,0,0.495,Active
SPOT-102413,0,0.1835,Active
SPOT-102414,0,0.2422,Active
SPOT-102415,0,0.3767,Active
SPOT-102416,0,0.4141,Active
SPOT-102417,0,0.129,Active
SPOT-102418,0,0.2868,Active
SPOT-102419,1,0.6987,Too Many Ads
SPOT-102420,0,0.5663,Active
SPOT-102421,1,0.6147,Price / Cost
SPOT-102422,1,0.6594,Price / Cost
SPOT-102423,0,0.2115,Active
SPOT-102424,0,0.5633,Active
SPOT-102425,1,0.6083,Too Many Ads
SPOT-102426,0,0.391,Active
SPOT-102427,0,0.5146,Active
SPOT-102428,0,0.3449,Active
SPOT-102429,0,0.392,Active
SPOT-102430,1,0.6139,Price / Cost
SPOT-102431,0,0.1029,Active
SPOT-102432,0,0.2445,Active
SPOT-102433,0,0.4547,Active
SPOT-102434,0,0.1311,Active
SPOT-102435,0,0.3893,Active
SPOT-102436,0,0.5043,Active
SPOT-102437,0,0.2352,Active
SPOT-102438,0,0.3535,Active
SPOT-102439,1,0.5755,Price / Cost
SPOT-102440,0,0.399,Active
SPOT-102441,0,0.2426,Active
SPOT-102442,1,0.5928,Switched to Competitor
SPOT-102443,1,0.599,Price / Cost
SPOT-102444,0,0.3425,Active
SPOT-102445,0,0.4188,Active
SPOT-102446,1,0.6347,Switched to Competitor
SPOT-102447,0,0.347,Active
SPOT-102448,0,0.2452,Active
SPOT-102449,0,0.4698,Active
SPOT-102450,0,0.3874,Active
SPOT-102451,0,0.383,Active
SPOT-102452,0,0.4236,Active
SPOT-102453,0,0.4544,Active
SPOT-102454,0,0.2796,Active
SPOT-102455,0,0.4299,Active
SPOT-102456,1,0.6457,Switched to Competitor
SPOT-102457,0,0.3445,Active
SPOT-102458,0,0.4159,Active
SPOT-102459,1,0.7014,Too Many Ads
SPOT-102460,0,0.3379,Active
SPOT-102461,1,0.5708,Too Many Ads
SPOT-102462,0,0.4329,Active
SPOT-102463,1,0.5748,Switched to Competitor
SPOT-102464,0,0.5583,Active
SPOT-102465,0,0.2502,Active
SPOT-102466,0,0.3404,Active
SPOT-102467,0,0.51,Active
SPOT-102468,0,0.4578,Active
SPOT-102469,0,0.4052,Active
SPOT-102470,0,0.5109,Active
SPOT-102471,0,0.4503,Active
SPOT-102472,0,0.5243,Active
SPOT-102473,0,0.2449,Active
SPOT-102474,0,0.5368,Active
SPOT-102475,0,0.3777,Active
SPOT-102476,0,0.3726,Active
SPOT-102477,0,0.3234,Active
SPOT-102478,0,0.2418,Active
SPOT-102479,0,0.465,Active
SPOT-102480,1,0.5953,Too Many Ads
SPOT-102481,0,0.3023,Active
SPOT-102482,0,0.2376,Active
SPOT-102483,0,0.1503,Active
SPOT-102484,0,0.2848,Active
SPOT-102485,0,0.3576,Active
SPOT-102486,0,0.3921,Active
SPOT-102487,0,0.4072,Active
SPOT-102488,0,0.5403,Active
SPOT-102489,1,0.5924,Price / Cost
SPOT-102490,0,0.5505,Active
SPOT-102491,0,0.4612,Active
SPOT-102492,0,0.2788,Active
SPOT-102493,0,0.1818,Active
SPOT-102494,0,0.4056,Active
SPOT-102495,1,0.6959,Price / Cost
SPOT-102496,0,0.4768,Active
SPOT-102497,0,0.3602,Active
SPOT-102498,0,0.3335,Active
SPOT-102499,0,0.5269,Active
SPOT-102500,0,0.2815,Active
SPOT-102501,1,0.6689,Switched to Competitor
SPOT-102502,0,0.2012,Active
SPOT-102503,0,0.5,Active
SPOT-102504,1,0.62,Switched to Competitor
SPOT-102505,0,0.3927,Active
SPOT-102506,0,0.2754,Active
SPOT-102507,0,0.1389,Active
SPOT-102508,1,0.6724,Too Many Ads
SPOT-102509,0,0.358,Active
SPOT-102510,0,0.2658,Active
SPOT-102511,0,0.2034,Active
SPOT-102512,0,0.3938,Active
SPOT-102513,0,0.3699,Active
SPOT-102514,0,0.381,Active
SPOT-102515,0,0.4887,Active
SPOT-102516,0,0.4577,Active
SPOT-102517,0,0.174,Active
SPOT-102518,0,0.4143,Active
SPOT-102519,1,0.6559,Price / Cost
SPOT-102520,1,0.5821,Low Usage / No Time
SPOT-102521,0,0.5585,Active
SPOT-102522,1,0.666,Switched to Competitor
SPOT-102523,1,0.7093,Switched to Competitor
SPOT-102524,0,0.2649,Active
SPOT-102525,0,0.4315,Active
SPOT-102526,0,0.4432,Active
SPOT-102527,0,0.5201,Active
SPOT-102528,0,0.301,Active
SPOT-102529,1,0.6485,Too Many Ads
SPOT-102530,0,0.5655,Active
SPOT-102531,0,0.5337,Active
SPOT-102532,0,0.4314,Active
SPOT-102533,0,0.3463,Active
SPOT-102534,0,0.4447,Active
SPOT-102535,0,0.4407,Active
SPOT-102536,0,0.5613,Active
SPOT-102537,0,0.4138,Active
SPOT-102538,0,0.2712,Active
SPOT-102539,1,0.6823,Price / Cost
SPOT-102540,0,0.148,Active
SPOT-102541,1,0.5824,Switched to Competitor
SPOT-102542,0,0.3705,Active
SPOT-102543,1,0.7773,Low Usage / No Time
SPOT-102544,0,0.423,Active
SPOT-102545,0,0.5643,Active
SPOT-102546,1,0.7206,Too Many Ads
SPOT-102547,0,0.3909,Active
SPOT-102548,0,0.4189,Active
SPOT-102549,0,0.2982,Active
SPOT-102550,0,0.2752,Active
SPOT-102551,1,0.6639,Price / Cost
SPOT-102552,0,0.2752,Active
SPOT-102553,0,0.3226,Active
SPOT-102554,1,0.6506,Switched to Competitor
SPOT-102555,1,0.7097,Low Usage / No Time
SPOT-102556,0,0.4348,Active
SPOT-102557,0,0.2806,Active
SPOT-102558,0,0.433,Active
SPOT-102559,0,0.4677,Active
SPOT-102560,0,0.4069,Active
SPOT-102561,0,0.5601,Active
SPOT-102562,0,0.3749,Active
SPOT-102563,1,0.5899,Low Usage / No Time
SPOT-102564,1,0.695,Price / Cost
SPOT-102565,0,0.2606,Active
SPOT-102566,0,0.1341,Active
SPOT-102567,0,0.3236,Active
SPOT-102568,1,0.5761,Too Many Ads
SPOT-102569,0,0.13,Active
SPOT-102570,0,0.3556,Active
SPOT-102571,1,0.6333,Price / Cost
SPOT-102572,0,0.379,Active
SPOT-102573,0,0.31,Active
SPOT-102574,0,0.2559,Active
SPOT-102575,0,0.3183,Active
SPOT-102576,0,0.3206,Active
SPOT-102577,1,0.6213,Price / Cost
SPOT-102578,0,0.2891,Active
SPOT-102579,1,0.5867,Price / Cost
SPOT-102580,0,0.4075,Active
SPOT-102581,0,0.367,Active
SPOT-102582,1,0.6214,Switched to Competitor
SPOT-102583,0,0.4437,Active
SPOT-102584,0,0.381,Active
SPOT-102585,0,0.301,Active
SPOT-102586,0,0.2835,Active
SPOT-102587,0,0.5579,Active
SPOT-102588,0,0.2651,Active
SPOT-102589,0,0.329,Active
SPOT-102590,0,0.5298,Active
SPOT-102591,0,0.3946,Active
SPOT-102592,1,0.5943,Too Many Ads
SPOT-102593,0,0.4168,Active
SPOT-102594,1,0.806,Low Usage / No Time
SPOT-102595,0,0.3647,Active
SPOT-102596,0,0.3037,Active
SPOT-102597,0,0.2759,Active
SPOT-102598,0,0.5096,Active
SPOT-102599,0,0.3157,Active
SPOT-102600,0,0.4244,Active
SPOT-102601,0,0.2418,Active
SPOT-102602,0,0.2074,Active
SPOT-102603,0,0.4835,Active
SPOT-102604,0,0.276,Active
SPOT-102605,1,0.6367,Too Many Ads
SPOT-102606,1,0.6674,Price / Cost
SPOT-102607,1,0.5874,Switched to Competitor
SPOT-102608,0,0.4903,Active
SPOT-102609,0,0.4812,Active
SPOT-102610,0,0.2939,Active
SPOT-102611,0,0.2108,Active
SPOT-102612,0,0.4586,Active
SPOT-102613,1,0.6557,Switched to Competitor
SPOT-102614,0,0.173,Active
SPOT-102615,0,0.3208,Active
SPOT-102616,0,0.4442,Active
SPOT-102617,1,0.5882,Too Many Ads
SPOT-102618,0,0.1404,Active
SPOT-102619,1,0.5815,Switched to Competitor
SPOT-102620,0,0.3545,Active
SPOT-102621,0,0.2532,Active
SPOT-102622,1,0.714,Price / Cost
SPOT-102623,0,0.2912,Active
SPOT-102624,0,0.2441,Active
SPOT-102625,0,0.4429,Active
SPOT-102626,0,0.2029,Active
SPOT-102627,0,0.2608,Active
SPOT-102628,0,0.3102,Active
SPOT-102629,1,0.6111,Price / Cost
SPOT-102630,0,0.3298,Active
SPOT-102631,0,0.5585,Active
SPOT-102632,0,0.1594,Active
SPOT-102633,1,0.6729,Price / Cost
SPOT-102634,0,0.4351,Active
SPOT-102635,0,0.4527,Active
SPOT-102636,0,0.4497,Active
SPOT-102637,1,0.5874,Too Many Ads
SPOT-102638,0,0.2547,Active
SPOT-102639,0,0.1527,Active
SPOT-102640,0,0.3557,Active
SPOT-102641,0,0.4207,Active
SPOT-102642,0,0.5346,Active
SPOT-102643,0,0.4832,Active
SPOT-102644,0,0.5305,Active
SPOT-102645,0,0.3705,Active
SPOT-102646,1,0.5875,Price / Cost
SPOT-102647,0,0.5116,Active
SPOT-102648,0,0.3525,Active
SPOT-102649,1,0.6369,Switched to Competitor
SPOT-102650,0,0.3566,Active
SPOT-102651,0,0.3976,Active
SPOT-102652,0,0.2671,Active
SPOT-102653,0,0.2469,Active
SPOT-102654,1,0.6795,Price / Cost
SPOT-102655,0,0.2793,Active
SPOT-102656,0,0.2013,Active
SPOT-102657,0,0.5258,Active
SPOT-102658,0,0.4113,Active
SPOT-102659,0,0.3006,Active
SPOT-102660,0,0.5445,Active
SPOT-102661,0,0.5119,Active
SPOT-102662,0,0.4926,Active
SPOT-102663,0,0.1996,Active
SPOT-102664,1,0.6379,Too Many Ads
SPOT-102665,0,0.4274,Active
SPOT-102666,0,0.4403,Active
SPOT-102667,0,0.3341,Active
SPOT-102668,0,0.2883,Active
SPOT-102669,0,0.2889,Active
SPOT-102670,0,0.3894,Active
SPOT-102671,0,0.3259,Active
SPOT-102672,0,0.2911,Active
SPOT-102673,0,0.2625,Active
SPOT-102674,0,0.2725,Active
SPOT-102675,0,0.3216,Active
SPOT-102676,0,0.4725,Active
SPOT-102677,1,0.5929,Price / Cost
SPOT-102678,0,0.2279,Active
SPOT-102679,0,0.4502,Active
SPOT-102680,0,0.5401,Active
SPOT-102681,0,0.4724,Active
SPOT-102682,0,0.2647,Active
SPOT-102683,1,0.6221,Low Usage / No Time
SPOT-102684,0,0.4697,Active
SPOT-102685,0,0.4178,Active
SPOT-102686,1,0.6178,Too Many Ads
SPOT-102687,0,0.5077,Active
SPOT-102688,1,0.6526,Too Many Ads
SPOT-102689,1,0.6347,Price / Cost
SPOT-102690,0,0.5217,Active
SPOT-102691,1,0.5758,Price / Cost
SPOT-102692,0,0.3518,Active
SPOT-102693,0,0.1514,Active
SPOT-102694,1,0.5733,Too Many Ads
SPOT-102695,0,0.4651,Active
SPOT-102696,0,0.2459,Active
SPOT-102697,0,0.3389,Active
SPOT-102698,0,0.4825,Active
SPOT-102699,0,0.2768,Active
SPOT-102700,0,0.3965,Active
SPOT-102701,0,0.2739,Active
SPOT-102702,1,0.6298,Technical Bugs
SPOT-102703,0,0.4951,Active
SPOT-102704,1,0.658,Switched to Competitor
SPOT-102705,0,0.2552,Active
SPOT-102706,0,0.4332,Active
SPOT-102707,0,0.4451,Active
SPOT-102708,0,0.2384,Active
SPOT-102709,0,0.3471,Active
SPOT-102710,0,0.2268,Active
SPOT-102711,1,0.6604,Low Usage / No Time
SPOT-102712,0,0.4417,Active
SPOT-102713,0,0.2525,Active
SPOT-102714,0,0.4558,Active
SPOT-102715,0,0.2699,Active
SPOT-102716,1,0.606,Too Many Ads
SPOT-102717,0,0.0633,Active
SPOT-102718,0,0.4463,Active
SPOT-102719,1,0.7186,Price / Cost
SPOT-102720,0,0.4841,Active
SPOT-102721,0,0.3325,Active
SPOT-102722,0,0.5647,Active
SPOT-102723,0,0.1646,Active
SPOT-102724,1,0.5947,Too Many Ads
SPOT-102725,0,0.5286,Active
SPOT-102726,0,0.5032,Active
SPOT-102727,0,0.4815,Active
SPOT-102728,0,0.1648,Active
SPOT-102729,0,0.5305,Active
SPOT-102730,0,0.4542,Active
SPOT-102731,0,0.1962,Active
SPOT-102732,1,0.5968,Technical Bugs
SPOT-102733,0,0.36,Active
SPOT-102734,1,0.6148,Switched to Competitor
SPOT-102735,0,0.2456,Active
SPOT-102736,0,0.5651,Active
SPOT-102737,0,0.5434,Active
SPOT-102738,0,0.174,Active
SPOT-102739,0,0.4103,Active
SPOT-102740,0,0.533,Active
SPOT-102741,0,0.4599,Active
SPOT-102742,0,0.3746,Active
SPOT-102743,0,0.5516,Active
SPOT-102744,0,0.3027,Active
SPOT-102745,0,0.1995,Active
SPOT-102746,0,0.5176,Active
SPOT-102747,0,0.3734,Active
SPOT-102748,0,0.4909,Active
SPOT-102749,0,0.0962,Active
SPOT-102750,0,0.166,Active
SPOT-102751,1,0.5807,Price / Cost
SPOT-102752,0,0.3067,Active
SPOT-102753,0,0.504,Active
SPOT-102754,1,0.6848,Price / Cost
SPOT-102755,0,0.5471,Active
SPOT-102756,0,0.3706,Active
SPOT-102757,0,0.2048,Active
SPOT-102758,1,0.6618,Price / Cost
SPOT-102759,0,0.5136,Active
SPOT-102760,0,0.5546,Active
SPOT-102761,0,0.305,Active
SPOT-102762,0,0.2812,Active
SPOT-102763,0,0.5081,Active
SPOT-102764,0,0.3283,Active
SPOT-102765,0,0.4862,Active
SPOT-102766,1,0.6587,Technical Bugs
SPOT-102767,0,0.3831,Active
SPOT-102768,0,0.3656,Active
SPOT-102769,0,0.3656,Active
SPOT-102770,0,0.334,Active
SPOT-102771,0,0.3598,Active
SPOT-102772,0,0.2687,Active
SPOT-102773,0,0.3233,Active
SPOT-102774,0,0.4968,Active
SPOT-102775,0,0.534,Active
SPOT-102776,0,0.508,Active
SPOT-102777,0,0.5251,Active
SPOT-102778,1,0.6314,Too Many Ads
SPOT-102779,0,0.2851,Active
SPOT-102780,0,0.4017,Active
SPOT-102781,0,0.2648,Active
SPOT-102782,0,0.5147,Active
SPOT-102783,1,0.6337,Switched to Competitor
SPOT-102784,0,0.3579,Active
SPOT-102785,1,0.5928,Price / Cost
SPOT-102786,0,0.2303,Active
SPOT-102787,0,0.5373,Active
SPOT-102788,0,0.367,Active
SPOT-102789,1,0.6232,Price / Cost
SPOT-102790,1,0.5916,Too Many Ads
SPOT-102791,0,0.3474,Active
SPOT-102792,0,0.3044,Active
SPOT-102793,0,0.4768,Active
SPOT-102794,0,0.2982,Active
SPOT-102795,0,0.3734,Active
SPOT-102796,1,0.7131,Switched to Competitor
SPOT-102797,1,0.5705,Switched to Competitor
SPOT-102798,0,0.3809,Active
SPOT-102799,0,0.5438,Active
SPOT-102800,0,0.4018,Active
SPOT-102801,0,0.3255,Active
SPOT-102802,0,0.3418,Active
SPOT-102803,1,0.6258,Low Usage / No Time
SPOT-102804,0,0.4493,Active
SPOT-102805,1,0.7203,Too Many Ads
SPOT-102806,1,0.5741,Switched to Competitor
SPOT-102807,1,0.6954,Price / Cost
SPOT-102808,0,0.4714,Active
SPOT-102809,0,0.3109,Active
SPOT-102810,0,0.3038,Active
SPOT-102811,0,0.4377,Active
SPOT-102812,0,0.1676,Active
SPOT-102813,0,0.273,Active
SPOT-102814,0,0.4401,Active
SPOT-102815,1,0.5717,Price / Cost
SPOT-102816,0,0.5146,Active
SPOT-102817,0,0.4442,Active
SPOT-102818,0,0.2391,Active
SPOT-102819,0,0.1424,Active
SPOT-102820,0,0.1543,Active
SPOT-102821,1,0.6216,Switched to Competitor
SPOT-102822,0,0.5485,Active
SPOT-102823,0,0.2273,Active
SPOT-102824,0,0.2531,Active
SPOT-102825,1,0.583,Price / Cost
SPOT-102826,0,0.3099,Active
SPOT-102827,1,0.6489,Switched to Competitor
SPOT-102828,0,0.2914,Active
SPOT-102829,0,0.4476,Active
SPOT-102830,0,0.399,Active
SPOT-102831,0,0.4753,Active
SPOT-102832,0,0.2161,Active
