user_id,preferred_device,avg_daily_listening_hours,avg_daily_tracks,avg_daily_skips,skip_rate,weekly_ads_listened,podcast_share,playlists_created,active_days_last_30d
SPOT-104430,Web Player,1.02,18,4,0.2304,32,0.019,7,22
SPOT-104431,Web Player,2.81,50,20,0.4057,88,0.618,2,10
SPOT-104432,Connected Car,4.81,86,40,0.472,151,0.262,3,24
SPOT-104433,Desktop,2.77,49,18,0.3757,0,0.162,3,25
SPOT-104434,Mobile,8.36,150,66,0.4441,0,0.257,3,25
SPOT-104435,Mobile,6.55,117,22,0.1959,0,0.09,7,22
SPOT-104436,Mobile,1.58,28,4,0.176,0,0.269,8,21
SPOT-104437,Mobile,5.3,95,37,0.3922,167,0.383,3,23
SPOT-104438,Desktop,2.99,53,16,0.3082,0,0.654,5,21
SPOT-104439,Mobile,3.92,70,14,0.2002,0,0.484,6,23
SPOT-104440,Mobile,2.28,41,6,0.1641,0,0.092,11,20
SPOT-104441,Mobile,0.67,11,3,0.2831,20,0.125,4,24
SPOT-104442,Mobile,1.7,30,7,0.255,0,0.31,9,24
SPOT-104443,Web Player,3.79,68,12,0.1849,119,0.345,4,23
SPOT-104444,Web Player,5.59,100,2,0.0283,0,0.599,7,23
SPOT-104445,Smart Speaker,1.96,35,15,0.439,61,0.44,3,7
SPOT-104446,Mobile,3.18,57,24,0.422,0,0.152,2,22
SPOT-104447,Mobile,2.12,38,3,0.0831,0,0.403,6,20
SPOT-104448,Connected Car,2.43,43,8,0.1887,76,0.284,4,23
SPOT-104449,Mobile,2.52,45,14,0.3195,0,0.402,4,20
SPOT-104450,Connected Car,1.44,25,8,0.3491,45,0.292,3,21
SPOT-104451,Desktop,0.84,15,4,0.2797,26,0.302,3,23
SPOT-104452,Smart Speaker,2.64,47,2,0.0532,0,0.48,6,23
SPOT-104453,Smart Speaker,5.89,106,7,0.0692,0,0.096,5,21
SPOT-104454,Mobile,1.41,25,10,0.4396,44,0.022,4,20
SPOT-104455,Mobile,2.3,41,3,0.0804,0,0.547,9,28
SPOT-104456,Mobile,4.23,76,20,0.2724,0,0.074,4,24
SPOT-104457,Web Player,3.63,65,9,0.1427,114,0.337,1,9
SPOT-104458,Smart Speaker,1.02,18,6,0.3558,0,0.021,1,10
SPOT-104459,Desktop,1.45,26,12,0.4679,0,0.278,6,26
SPOT-104460,Mobile,5.49,98,7,0.0763,0,0.316,6,21
SPOT-104461,Mobile,4.78,85,14,0.1698,0,0.185,8,24
SPOT-104462,Smart Speaker,0.99,17,16,0.95,31,0.112,2,6
SPOT-104463,Mobile,2.27,40,8,0.2118,0,0.671,8,18
SPOT-104464,Mobile,3.32,59,5,0.0912,104,0.078,1,14
SPOT-104465,Mobile,4.26,76,34,0.4576,134,0.433,1,21
SPOT-104466,Smart Speaker,3.6,64,14,0.2236,0,0.207,10,21
SPOT-104467,Mobile,1.38,24,1,0.0444,0,0.385,13,24
SPOT-104468,Desktop,1.46,26,3,0.1392,0,0.203,3,21
SPOT-104469,Mobile,2.03,36,29,0.8227,63,0.541,2,15
SPOT-104470,Smart Speaker,2.57,46,20,0.4406,81,0.103,2,12
SPOT-104471,Mobile,2.75,49,22,0.466,0,0.274,5,24
SPOT-104472,Mobile,5.75,103,17,0.1669,0,0.025,6,21
SPOT-104473,Mobile,5.46,98,37,0.3784,0,0.076,6,25
SPOT-104474,Mobile,5.05,90,33,0.3686,0,0.139,4,19
SPOT-104475,Mobile,3.95,71,21,0.3016,124,0.378,1,12
SPOT-104476,Mobile,1.39,25,10,0.4341,43,0.285,2,6
SPOT-104477,Mobile,1.58,28,17,0.611,49,0.074,2,9
SPOT-104478,Mobile,2.68,48,39,0.8283,84,0.067,1,10
SPOT-104479,Smart Speaker,3.08,55,17,0.3097,97,0.722,2,25
SPOT-104480,Mobile,1.55,27,5,0.2141,48,0.129,3,21
SPOT-104481,Mobile,0.54,9,0,0.0742,0,0.21,9,19
SPOT-104482,Mobile,4.89,88,30,0.3421,0,0.087,5,26
SPOT-104483,Mobile,6.18,111,21,0.1976,0,0.723,5,22
SPOT-104484,Mobile,2.13,38,10,0.2743,0,0.142,10,26
SPOT-104485,Mobile,7.74,139,20,0.151,0,0.162,10,23
SPOT-104486,Web Player,2.68,48,18,0.3912,0,0.065,0,21
SPOT-104487,Smart Speaker,5.44,97,21,0.2258,171,0.496,2,25
SPOT-104488,Connected Car,6.65,119,10,0.0855,0,0.352,9,20
SPOT-104489,Mobile,3.83,68,24,0.3583,0,0.491,3,28
SPOT-104490,Mobile,3.57,64,18,0.2842,0,0.353,8,20
SPOT-104491,Desktop,4.63,83,12,0.1494,0,0.312,7,21
SPOT-104492,Mobile,1.77,31,6,0.1953,0,0.198,3,23
SPOT-104493,Mobile,1.85,33,11,0.3471,0,0.455,5,23
SPOT-104494,Mobile,5.99,107,7,0.0729,0,0.311,9,24
SPOT-104495,Mobile,2.55,45,17,0.392,0,0.167,11,23
SPOT-104496,Smart Speaker,1.07,19,7,0.3731,33,0.19,1,26
SPOT-104497,Web Player,6.09,109,27,0.2498,0,0.17,6,20
SPOT-104498,Smart Speaker,4.81,86,14,0.1733,0,0.325,4,24
SPOT-104499,Mobile,1.12,20,2,0.1486,0,0.275,8,20
SPOT-104500,Mobile,2.25,40,12,0.3105,0,0.25,4,20
SPOT-104501,Desktop,6.26,112,70,0.6294,197,0.52,0,23
SPOT-104502,Connected Car,1.33,24,10,0.4254,42,0.337,6,23
SPOT-104503,Mobile,2.03,36,11,0.3115,64,0.495,2,22
SPOT-104504,Mobile,1.31,23,7,0.3461,0,0.223,7,24
SPOT-104505,Mobile,1.48,26,6,0.24,46,0.039,1,11
SPOT-104506,Mobile,3.71,66,16,0.257,0,0.073,8,23
SPOT-104507,Mobile,2.71,48,4,0.0962,0,0.354,8,25
SPOT-104508,Web Player,1.13,20,2,0.1169,35,0.596,1,22
SPOT-104509,Smart Speaker,2.39,43,30,0.7122,75,0.079,5,23
SPOT-104510,Smart Speaker,7.35,132,35,0.2671,0,0.356,4,23
SPOT-104511,Mobile,6.26,112,10,0.0956,0,0.627,12,18
SPOT-104512,Desktop,1.42,25,5,0.2317,44,0.274,4,22
SPOT-104513,Web Player,1.32,23,5,0.2494,0,0.074,7,22
SPOT-104514,Mobile,2.59,46,17,0.3702,81,0.176,0,26
SPOT-104515,Desktop,0.82,14,1,0.1297,25,0.445,3,20
SPOT-104516,Mobile,0.24,4,0,0.1001,0,0.13,6,19
SPOT-104517,Mobile,1.35,24,9,0.4158,0,0.051,6,25
SPOT-104518,Mobile,10.86,195,69,0.3587,0,0.332,9,24
SPOT-104519,Desktop,1.3,23,8,0.3636,0,0.227,5,21
SPOT-104520,Mobile,0.5,8,2,0.3618,15,0.236,3,7
SPOT-104521,Mobile,0.69,12,1,0.1086,21,0.549,2,23
SPOT-104522,Smart Speaker,2.41,43,1,0.0363,0,0.077,6,23
SPOT-104523,Mobile,3.56,64,32,0.5041,112,0.35,2,22
SPOT-104524,Mobile,2.7,48,16,0.3434,0,0.355,7,23
SPOT-104525,Connected Car,4.03,72,3,0.0433,126,0.384,1,26
SPOT-104526,Mobile,4.79,86,14,0.1739,0,0.108,8,25
SPOT-104527,Mobile,2.81,50,7,0.1401,88,0.579,5,22
SPOT-104528,Mobile,3.48,62,9,0.1479,0,0.666,4,22
SPOT-104529,Mobile,3.02,54,32,0.5953,95,0.335,1,11
SPOT-104530,Mobile,2.1,37,3,0.0895,66,0.169,0,25
SPOT-104531,Mobile,3.07,55,17,0.3245,0,0.351,7,22
SPOT-104532,Mobile,1.31,23,12,0.528,0,0.107,6,24
SPOT-104533,Mobile,4.75,85,32,0.3867,149,0.254,0,20
SPOT-104534,Mobile,0.94,16,4,0.2708,0,0.339,6,24
SPOT-104535,Mobile,1.27,22,7,0.3264,0,0.066,9,21
SPOT-104536,Smart Speaker,2.78,50,10,0.2157,0,0.5,4,24
SPOT-104537,Mobile,1.65,29,23,0.7943,51,0.035,4,12
SPOT-104538,Smart Speaker,2.86,51,22,0.4375,90,0.244,2,8
SPOT-104539,Mobile,2.69,48,12,0.2528,0,0.276,6,23
SPOT-104540,Desktop,1.19,21,9,0.4531,0,0.113,3,25
SPOT-104541,Smart Speaker,0.58,10,3,0.3461,18,0.552,1,23
SPOT-104542,Web Player,2.5,44,7,0.1728,0,0.279,8,21
SPOT-104543,Mobile,1.73,31,7,0.2481,0,0.077,6,23
SPOT-104544,Smart Speaker,0.97,17,7,0.4135,30,0.042,3,11
SPOT-104545,Mobile,1.35,24,4,0.2003,0,0.317,5,24
SPOT-104546,Mobile,3.13,56,25,0.4519,0,0.231,6,22
SPOT-104547,Mobile,6.11,109,38,0.3546,0,0.577,6,22
SPOT-104548,Mobile,9.63,173,67,0.393,0,0.015,1,21
SPOT-104549,Mobile,0.24,4,1,0.4179,0,0.382,3,24
SPOT-104550,Mobile,2.61,46,8,0.1797,0,0.31,3,20
SPOT-104551,Mobile,0.92,16,2,0.1665,0,0.473,5,23
SPOT-104552,Desktop,1.42,25,13,0.5435,0,0.036,9,21
SPOT-104553,Mobile,0.41,7,1,0.1656,0,0.243,5,22
SPOT-104554,Mobile,2.56,46,16,0.3508,80,0.332,5,26
SPOT-104555,Mobile,0.74,13,2,0.2095,23,0.266,2,24
SPOT-104556,Mobile,2.39,43,5,0.1283,0,0.262,6,22
SPOT-104557,Mobile,1.6,28,19,0.7022,50,0.269,2,13
SPOT-104558,Desktop,0.84,15,1,0.0867,26,0.071,1,21
SPOT-104559,Mobile,4.7,84,26,0.3213,0,0.13,6,27
SPOT-104560,Web Player,3.34,60,27,0.4662,0,0.168,6,22
SPOT-104561,Mobile,1.09,19,5,0.275,34,0.305,1,24
SPOT-104562,Mobile,1.71,30,15,0.532,53,0.412,1,9
SPOT-104563,Mobile,1.25,22,14,0.6469,39,0.508,4,22
SPOT-104564,Desktop,0.54,9,0,0.093,16,0.418,2,19
SPOT-104565,Mobile,1.51,27,5,0.1893,0,0.146,2,20
SPOT-104566,Desktop,4.93,88,29,0.3397,155,0.114,1,24
SPOT-104567,Mobile,3.9,70,3,0.0529,0,0.026,9,20
SPOT-104568,Mobile,3.77,67,12,0.1894,118,0.237,2,22
SPOT-104569,Desktop,2.24,40,5,0.1448,70,0.145,2,14
SPOT-104570,Mobile,0.23,4,1,0.444,7,0.73,2,8
SPOT-104571,Desktop,1.08,19,5,0.3068,34,0.015,4,20
SPOT-104572,Connected Car,1.92,34,10,0.3065,60,0.127,2,23
SPOT-104573,Mobile,1.64,29,11,0.3937,51,0.036,3,14
SPOT-104574,Mobile,1.67,30,4,0.16,0,0.318,7,22
SPOT-104575,Mobile,2.81,50,4,0.0806,88,0.335,2,25
SPOT-104576,Mobile,2.12,38,12,0.3328,66,0.24,3,7
SPOT-104577,Mobile,2.89,52,27,0.5244,91,0.343,4,21
SPOT-104578,Mobile,2.4,43,15,0.3543,0,0.216,8,26
SPOT-104579,Smart Speaker,1.24,22,1,0.0803,39,0.033,0,24
SPOT-104580,Mobile,4.06,73,6,0.0902,0,0.288,5,23
SPOT-104581,Mobile,5.44,97,39,0.4081,171,0.312,1,23
SPOT-104582,Mobile,0.1,1,0,0.3916,3,0.214,1,9
SPOT-104583,Mobile,5.39,97,4,0.05,0,0.041,5,26
SPOT-104584,Mobile,7.52,135,15,0.1167,0,0.37,4,25
SPOT-104585,Smart Speaker,1.92,34,15,0.4644,60,0.237,1,7
SPOT-104586,Mobile,2.82,50,12,0.2577,0,0.098,5,17
SPOT-104587,Mobile,2.09,37,8,0.2345,0,0.261,10,23
SPOT-104588,Desktop,2.3,41,3,0.0939,72,0.133,1,25
SPOT-104589,Smart Speaker,2.2,39,11,0.3075,69,0.146,6,24
SPOT-104590,Mobile,3.72,66,16,0.2509,0,0.196,9,17
SPOT-104591,Desktop,3.7,66,22,0.338,0,0.204,3,22
SPOT-104592,Mobile,5.39,97,28,0.2902,0,0.609,9,27
SPOT-104593,Mobile,1.15,20,2,0.1248,0,0.091,4,23
SPOT-104594,Mobile,3.14,56,15,0.2744,0,0.238,6,24
SPOT-104595,Connected Car,1.89,34,1,0.0443,0,0.279,7,25
SPOT-104596,Web Player,7.92,142,14,0.1044,0,0.344,11,19
SPOT-104597,Desktop,0.43,7,2,0.4126,13,0.018,2,11
SPOT-104598,Desktop,0.23,4,1,0.3389,0,0.1,5,22
SPOT-104599,Web Player,1.68,30,10,0.3373,0,0.492,4,25
SPOT-104600,Mobile,4.09,73,24,0.3314,128,0.255,1,23
SPOT-104601,Mobile,3.05,54,12,0.2275,0,0.158,6,25
SPOT-104602,Mobile,2.65,47,14,0.3097,83,0.391,1,25
SPOT-104603,Desktop,5.28,95,20,0.2154,0,0.492,4,21
SPOT-104604,Mobile,2.06,37,8,0.2195,64,0.406,0,11
SPOT-104605,Mobile,0.71,12,2,0.2192,0,0.184,12,24
SPOT-104606,Mobile,0.83,14,12,0.8846,26,0.095,3,11
SPOT-104607,Desktop,1.52,27,5,0.2171,0,0.243,3,23
SPOT-104608,Mobile,0.57,10,5,0.5059,17,0.334,2,23
SPOT-104609,Desktop,2.62,47,6,0.1482,82,0.043,0,25
SPOT-104610,Mobile,4.69,84,8,0.1001,0,0.202,5,23
SPOT-104611,Mobile,11.43,205,105,0.5166,0,0.29,6,26
SPOT-104612,Mobile,0.85,15,1,0.0703,0,0.256,2,28
SPOT-104613,Mobile,3.95,71,27,0.3811,0,0.568,7,22
SPOT-104614,Smart Speaker,5.6,100,13,0.132,0,0.083,4,24
SPOT-104615,Mobile,3.71,66,26,0.3974,0,0.207,4,24
SPOT-104616,Smart Speaker,4.13,74,2,0.0372,0,0.216,4,26
SPOT-104617,Mobile,2.61,47,17,0.3673,82,0.101,3,22
SPOT-104618,Mobile,2.94,52,36,0.7005,92,0.078,5,26
SPOT-104619,Desktop,3.54,63,2,0.0417,0,0.299,10,22
SPOT-104620,Desktop,2.11,38,8,0.2186,0,0.381,4,22
SPOT-104621,Mobile,5.61,100,52,0.5243,0,0.165,4,21
SPOT-104622,Mobile,1.21,21,8,0.4197,0,0.073,5,20
SPOT-104623,Mobile,2.51,45,8,0.1889,0,0.134,3,22
SPOT-104624,Mobile,3.36,60,20,0.3368,0,0.456,4,25
SPOT-104625,Mobile,0.58,10,3,0.3663,18,0.588,2,19
SPOT-104626,Mobile,2.73,49,12,0.2639,0,0.203,2,10
SPOT-104627,Desktop,3.39,61,18,0.3038,0,0.066,8,21
SPOT-104628,Connected Car,3.84,69,11,0.1679,0,0.015,8,21
SPOT-104629,Web Player,1.89,33,8,0.2573,59,0.343,2,23
SPOT-104630,Smart Speaker,2.62,47,31,0.6704,82,0.243,2,5
SPOT-104631,Desktop,0.9,16,7,0.4401,28,0.269,1,15
SPOT-104632,Mobile,1.35,24,8,0.3499,0,0.199,5,19
SPOT-104633,Desktop,4.4,79,13,0.1734,0,0.486,5,20
SPOT-104634,Mobile,3.2,57,6,0.1117,0,0.228,6,22
SPOT-104635,Desktop,1.87,33,13,0.402,0,0.079,9,27
SPOT-104636,Smart Speaker,1.52,27,3,0.1358,47,0.177,1,23
SPOT-104637,Smart Speaker,0.87,15,7,0.4727,0,0.378,5,20
SPOT-104638,Web Player,3.89,70,11,0.1612,0,0.205,2,28
SPOT-104639,Desktop,1.36,24,12,0.5198,42,0.036,2,12
SPOT-104640,Mobile,1.48,26,2,0.1054,0,0.25,6,20
SPOT-104641,Smart Speaker,3.91,70,20,0.2953,123,0.175,0,22
SPOT-104642,Desktop,2.08,37,19,0.5184,0,0.48,6,19
SPOT-104643,Desktop,0.95,17,5,0.3374,29,0.309,5,24
SPOT-104644,Mobile,4.99,89,17,0.199,0,0.215,4,23
SPOT-104645,Desktop,2.37,42,19,0.4704,0,0.594,7,20
SPOT-104646,Mobile,1.29,23,2,0.1021,40,0.333,3,23
SPOT-104647,Mobile,0.22,4,0,0.1023,7,0.299,0,21
SPOT-104648,Mobile,1.54,27,4,0.1525,48,0.223,4,20
SPOT-104649,Mobile,1.6,28,11,0.3963,0,0.384,3,23
SPOT-104650,Connected Car,2.72,48,11,0.2485,0,0.587,6,24
SPOT-104651,Desktop,4.66,83,21,0.2541,0,0.626,11,23
SPOT-104652,Mobile,2.43,43,18,0.4206,0,0.313,11,24
SPOT-104653,Smart Speaker,1.5,26,13,0.5134,0,0.289,5,25
SPOT-104654,Mobile,10.94,196,32,0.1635,0,0.222,2,19
SPOT-104655,Desktop,4.6,82,30,0.3737,0,0.098,9,24
SPOT-104656,Mobile,0.93,16,6,0.4317,29,0.227,4,23
SPOT-104657,Smart Speaker,0.76,13,3,0.2878,0,0.109,7,25
SPOT-104658,Web Player,1.25,22,3,0.1557,0,0.491,5,19
SPOT-104659,Mobile,4.98,89,44,0.5002,156,0.415,1,15
SPOT-104660,Mobile,1.54,27,13,0.4889,48,0.439,2,8
SPOT-104661,Mobile,2.04,36,8,0.2482,0,0.288,7,25
SPOT-104662,Web Player,4.27,76,33,0.439,0,0.706,6,26
SPOT-104663,Mobile,0.59,10,3,0.3451,18,0.187,1,14
SPOT-104664,Mobile,8.21,147,69,0.4747,0,0.387,7,21
SPOT-104665,Mobile,3.6,64,15,0.2359,0,0.061,3,21
SPOT-104666,Mobile,1.97,35,17,0.4872,0,0.102,2,26
SPOT-104667,Connected Car,3.27,58,12,0.2102,103,0.28,2,22
SPOT-104668,Mobile,0.79,14,6,0.4611,24,0.082,0,13
SPOT-104669,Mobile,4.29,77,43,0.5672,0,0.3,3,24
SPOT-104670,Smart Speaker,5.17,93,26,0.2881,0,0.206,6,23
SPOT-104671,Smart Speaker,5.88,105,41,0.3986,0,0.015,8,21
SPOT-104672,Mobile,2.82,50,4,0.0889,88,0.188,1,23
SPOT-104673,Mobile,3.35,60,15,0.2577,105,0.438,2,25
SPOT-104674,Mobile,1.32,23,6,0.2646,41,0.182,5,8
SPOT-104675,Mobile,9.14,164,43,0.2624,0,0.264,6,19
SPOT-104676,Mobile,9.47,170,39,0.2299,0,0.159,8,21
SPOT-104677,Smart Speaker,1.21,21,5,0.2539,38,0.381,2,23
SPOT-104678,Mobile,0.18,3,0,0.2722,0,0.138,6,8
SPOT-104679,Mobile,0.46,8,2,0.3183,14,0.097,1,23
SPOT-104680,Mobile,2.3,41,8,0.2144,0,0.17,7,22
SPOT-104681,Mobile,3.19,57,24,0.4217,0,0.434,7,24
SPOT-104682,Desktop,1.69,30,11,0.3715,0,0.032,9,20
SPOT-104683,Mobile,3.37,60,12,0.2084,0,0.143,5,17
SPOT-104684,Desktop,1.51,27,8,0.2973,47,0.336,0,15
SPOT-104685,Desktop,2.83,50,35,0.7093,89,0.252,2,11
SPOT-104686,Mobile,6.41,115,63,0.5539,201,0.033,0,24
SPOT-104687,Mobile,3.04,54,8,0.1556,0,0.436,6,20
SPOT-104688,Mobile,4.4,79,37,0.478,138,0.113,4,23
SPOT-104689,Mobile,7.25,130,38,0.2938,0,0.213,9,23
SPOT-104690,Smart Speaker,2.69,48,16,0.3494,0,0.543,4,22
SPOT-104691,Web Player,1.71,30,8,0.2939,0,0.119,10,19
SPOT-104692,Mobile,5.62,101,8,0.0847,0,0.319,8,25
SPOT-104693,Mobile,2.94,52,12,0.2336,92,0.325,1,12
SPOT-104694,Mobile,0.77,13,1,0.0896,0,0.531,5,19
SPOT-104695,Mobile,2.22,39,18,0.4686,69,0.054,2,8
SPOT-104696,Mobile,0.74,13,1,0.1474,0,0.214,8,21
SPOT-104697,Desktop,7.99,143,31,0.2182,0,0.755,3,25
SPOT-104698,Smart Speaker,2.42,43,11,0.2698,0,0.307,7,18
SPOT-104699,Mobile,0.37,6,1,0.2122,0,0.15,10,20
SPOT-104700,Mobile,3.87,69,6,0.0917,0,0.04,5,26
SPOT-104701,Smart Speaker,4.6,82,24,0.2965,0,0.072,6,20
SPOT-104702,Desktop,2.82,50,13,0.2677,0,0.061,8,20
SPOT-104703,Mobile,2.14,38,4,0.115,0,0.292,10,19
SPOT-104704,Mobile,1.53,27,3,0.1153,48,0.373,1,10
SPOT-104705,Mobile,0.67,12,4,0.3846,21,0.294,0,19
SPOT-104706,Mobile,3.93,70,17,0.2554,0,0.399,6,22
SPOT-104707,Desktop,5.49,98,9,0.1011,0,0.073,10,24
SPOT-104708,Mobile,1.48,26,12,0.4692,0,0.414,8,6
SPOT-104709,Web Player,2.65,47,6,0.1346,83,0.127,2,23
SPOT-104710,Mobile,2.49,44,13,0.3054,0,0.578,5,22
SPOT-104711,Smart Speaker,2.48,44,16,0.3764,0,0.312,6,23
SPOT-104712,Smart Speaker,0.14,2,0,0.1858,0,0.527,8,24
SPOT-104713,Smart Speaker,2.26,40,35,0.8815,71,0.55,1,14
SPOT-104714,Smart Speaker,0.57,10,1,0.1777,18,0.503,2,12
SPOT-104715,Mobile,1.12,20,7,0.3561,0,0.43,3,10
SPOT-104716,Mobile,1.65,29,8,0.2984,0,0.067,2,17
SPOT-104717,Mobile,1.47,26,17,0.6873,46,0.181,2,24
SPOT-104718,Mobile,0.56,10,1,0.1556,17,0.445,1,23
SPOT-104719,Smart Speaker,3.51,63,33,0.5365,0,0.155,9,21
SPOT-104720,Desktop,3.44,61,13,0.226,0,0.694,6,25
SPOT-104721,Mobile,0.3,5,1,0.2372,0,0.214,8,20
SPOT-104722,Smart Speaker,5.71,102,11,0.1174,0,0.269,7,20
SPOT-104723,Mobile,4.47,80,27,0.3389,140,0.413,1,18
SPOT-104724,Smart Speaker,2.48,44,9,0.2253,78,0.49,1,24
SPOT-104725,Mobile,1.29,23,4,0.2097,0,0.086,8,21
SPOT-104726,Smart Speaker,1.03,18,1,0.0922,32,0.152,4,22
SPOT-104727,Desktop,2.29,41,13,0.3267,72,0.161,2,23
SPOT-104728,Mobile,9.88,177,68,0.3879,0,0.193,5,23
SPOT-104729,Desktop,0.58,10,0,0.046,0,0.233,9,22
SPOT-104730,Web Player,3.06,55,24,0.4494,0,0.127,3,24
SPOT-104731,Smart Speaker,6.16,110,71,0.6494,194,0.295,1,12
SPOT-104732,Smart Speaker,5.52,99,52,0.5322,0,0.521,4,23
SPOT-104733,Mobile,1.7,30,4,0.1414,0,0.355,8,20
SPOT-104734,Desktop,1.46,26,3,0.1181,0,0.595,8,26
SPOT-104735,Mobile,1.12,20,4,0.2467,35,0.338,5,27
SPOT-104736,Mobile,1.61,28,5,0.1902,50,0.035,1,8
SPOT-104737,Mobile,2.21,39,24,0.6393,0,0.401,9,21
SPOT-104738,Mobile,1.48,26,7,0.2887,46,0.389,5,13
SPOT-104739,Mobile,1.69,30,23,0.7668,53,0.375,1,11
SPOT-104740,Web Player,1.48,26,5,0.2209,0,0.377,2,11
SPOT-104741,Mobile,4.08,73,8,0.1152,0,0.021,4,22
SPOT-104742,Mobile,1.78,32,21,0.6615,56,0.045,2,9
SPOT-104743,Connected Car,1.16,20,7,0.3754,0,0.044,11,24
SPOT-104744,Desktop,1.51,27,1,0.0512,47,0.409,2,25
SPOT-104745,Desktop,0.42,7,3,0.5676,13,0.094,2,22
SPOT-104746,Mobile,3.06,55,28,0.5267,0,0.119,7,18
SPOT-104747,Mobile,3.83,68,3,0.0445,0,0.665,7,22
SPOT-104748,Mobile,2.4,43,14,0.3363,0,0.195,5,22
SPOT-104749,Mobile,1.29,23,6,0.3001,40,0.417,1,23
SPOT-104750,Smart Speaker,5.94,106,16,0.1536,0,0.119,1,20
SPOT-104751,Web Player,0.74,13,4,0.3773,23,0.244,3,24
SPOT-104752,Desktop,3.0,53,28,0.5425,94,0.378,5,18
SPOT-104753,Desktop,1.96,35,14,0.4181,61,0.762,1,23
SPOT-104754,Web Player,2.35,42,4,0.1006,0,0.567,5,24
SPOT-104755,Mobile,2.4,43,3,0.0918,0,0.027,2,20
SPOT-104756,Desktop,3.05,54,19,0.3586,0,0.248,8,26
SPOT-104757,Mobile,2.89,51,14,0.2767,0,0.156,2,22
SPOT-104758,Mobile,1.56,28,9,0.3529,49,0.276,0,11
SPOT-104759,Mobile,1.97,35,10,0.2926,0,0.179,4,21
SPOT-104760,Mobile,0.71,12,2,0.1851,0,0.526,5,17
SPOT-104761,Smart Speaker,0.91,16,3,0.1986,0,0.289,4,23
SPOT-104762,Mobile,0.94,16,3,0.1925,29,0.119,1,7
SPOT-104763,Mobile,1.63,29,3,0.1314,51,0.432,1,12
SPOT-104764,Connected Car,7.21,129,24,0.1912,0,0.118,7,27
SPOT-104765,Mobile,5.58,100,7,0.0735,0,0.147,12,25
SPOT-104766,Mobile,1.71,30,9,0.3106,53,0.14,1,15
SPOT-104767,Mobile,2.56,46,14,0.3183,0,0.542,5,19
SPOT-104768,Mobile,0.82,14,8,0.6119,25,0.219,1,14
SPOT-104769,Mobile,2.61,47,44,0.95,82,0.279,2,10
SPOT-104770,Smart Speaker,2.28,41,29,0.7146,71,0.416,1,10
SPOT-104771,Smart Speaker,1.38,24,5,0.2306,0,0.359,6,22
SPOT-104772,Mobile,2.97,53,7,0.1356,0,0.134,2,21
SPOT-104773,Smart Speaker,2.57,46,21,0.4605,0,0.069,6,25
SPOT-104774,Mobile,3.51,63,28,0.4472,0,0.493,3,22
SPOT-104775,Smart Speaker,1.36,24,5,0.2362,0,0.214,4,25
SPOT-104776,Mobile,1.78,32,9,0.3013,56,0.165,0,15
SPOT-104777,Mobile,1.15,20,2,0.1471,36,0.649,1,12
SPOT-104778,Mobile,5.04,90,40,0.4553,158,0.599,3,22
SPOT-104779,Desktop,3.55,63,23,0.3784,0,0.12,3,23
SPOT-104780,Smart Speaker,3.58,64,4,0.0672,112,0.441,2,25
SPOT-104781,Mobile,1.08,19,10,0.5692,33,0.303,1,25
SPOT-104782,Mobile,3.19,57,13,0.2405,0,0.079,3,20
SPOT-104783,Desktop,1.83,32,11,0.3454,57,0.074,1,11
SPOT-104784,Smart Speaker,1.34,24,8,0.3366,0,0.202,9,22
SPOT-104785,Mobile,2.08,37,6,0.1632,0,0.204,2,23
SPOT-104786,Mobile,0.65,11,5,0.5403,0,0.091,8,23
SPOT-104787,Mobile,5.3,95,19,0.2054,167,0.654,0,25
SPOT-104788,Mobile,1.02,18,3,0.2218,32,0.114,1,23
SPOT-104789,Web Player,0.84,15,3,0.2315,26,0.193,0,10
SPOT-104790,Mobile,1.78,32,5,0.1759,56,0.147,0,12
SPOT-104791,Desktop,1.44,25,19,0.7662,45,0.063,4,18
SPOT-104792,Web Player,5.28,95,21,0.2245,166,0.176,5,24
SPOT-104793,Smart Speaker,0.69,12,8,0.7087,21,0.177,3,19
SPOT-104794,Mobile,2.35,42,17,0.4265,0,0.139,9,23
SPOT-104795,Desktop,2.01,36,12,0.3351,0,0.551,7,27
SPOT-104796,Desktop,4.37,78,12,0.1602,0,0.584,8,20
SPOT-104797,Web Player,4.28,77,13,0.1696,0,0.322,5,22
SPOT-104798,Mobile,1.04,18,3,0.1926,32,0.338,2,11
SPOT-104799,Mobile,2.11,37,13,0.3598,0,0.307,6,25
SPOT-104800,Mobile,4.11,73,21,0.292,0,0.18,6,26
SPOT-104801,Mobile,1.14,20,2,0.1066,35,0.143,1,7
SPOT-104802,Mobile,5.36,96,52,0.5431,168,0.383,1,23
SPOT-104803,Mobile,4.38,78,23,0.2983,0,0.165,8,23
SPOT-104804,Smart Speaker,2.55,45,23,0.5309,0,0.284,15,21
SPOT-104805,Mobile,7.97,143,61,0.4314,0,0.038,6,21
SPOT-104806,Mobile,1.43,25,7,0.2802,44,0.557,4,20
SPOT-104807,Mobile,2.5,45,5,0.1134,78,0.175,5,21
SPOT-104808,Smart Speaker,4.13,74,19,0.2631,0,0.015,5,24
SPOT-104809,Connected Car,2.59,46,3,0.0815,81,0.125,3,23
SPOT-104810,Mobile,3.18,57,10,0.1769,100,0.401,0,23
SPOT-104811,Mobile,8.1,145,62,0.4304,0,0.34,5,22
